priority,quantity,sales,shipping,price,cost,customer,category,name,container,margin
Medium,32,21717.36,Express Air,699.99,24.49,Home Office,Technology,Canon PC1060 Personal Laser Copier,Large Box,0.41
Medium,13,15823.27,Delivery Truck,1360.14,14.7,Home Office,Technology,Okidata ML395C Color Dot Matrix Printer,Jumbo Drum,0.59
Medium,2,21.44,Regular Air,6.48,8.74,Home Office,Office Supplies,Xerox 1984,Small Box,0.36
Medium,24,416.4,Regular Air,17.15,4.96,Home Office,Office Supplies,Advantus Rolling Storage Box,Small Box,0.58
Medium,25,772.24,Regular Air,30.98,8.74,Home Office,Office Supplies,Xerox 1979,Small Box,0.4
Medium,3,1326.09,Regular Air,420.98,19.99,Corporate,Office Supplies,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35
Medium,30,339.49,Regular Air,11.97,5.81,Corporate,Office Supplies,Staples SlimLine Pencil Sharpener,Small Pack,0.6
High,40,2135.9735,Regular Air,65.99,8.99,Consumer,Technology,SC-3160,Small Box,0.59
Medium,31,293.18,Regular Air,10.01,1.99,Corporate,Technology,TDK 4.7GB DVD-R,Small Pack,0.41
Medium,29,4345.86,Regular Air,152.48,4,Home Office,Technology,Adesso Programmable 142-Key Keyboard,Small Box,0.79
Not Specified,5,16.6,Regular Air,2.16,6.05,Corporate,Office Supplies,Peel & Stick Add-On Corner Pockets,Small Box,0.37
Not Specified,15,1297.304,Regular Air,95.99,4.9,Corporate,Technology,T60,Small Box,0.56
Low,33,511.83,Regular Air,15.99,13.18,Corporate,Office Supplies,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Small Box,0.37
Low,38,184.99,Regular Air,4.89,4.93,Corporate,Technology,"Maxell 3.5"" DS/HD IBM-Formatted Diskettes, 10/Pack",Small Pack,0.66
High,30,80.9,Regular Air,2.88,0.7,Home Office,Office Supplies,Newell 335,Wrap Bag,0.56
Medium,47,2150.25,Regular Air,48.58,3.99,Consumer,Office Supplies,Belkin Premiere Surge Master II 8-outlet surge protector,Small Box,0.56
Medium,13,448,Regular Air,35.51,6.31,Consumer,Office Supplies,Steel Personal Filing/Posting Tote,Small Box,0.58
High,13,759.94,Delivery Truck,60.89,32.41,Small Business,Furniture,"Global Push Button Manager's Chair, Indigo",Jumbo Drum,0.56
Medium,26,133.65,Regular Air,4.98,0.8,Small Business,Office Supplies,Rediform S.O.S. Phone Message Books,Wrap Bag,0.36
Medium,10,525.674,Regular Air,65.99,5.26,Small Business,Technology,8860,Small Box,0.56
Medium,32,303.59,Regular Air,9.65,6.22,Corporate,Furniture,"Eldon Expressions¢â Desk Accessory, Wood Pencil Holder, Oak",Small Box,0.55
Medium,36,191.6,Regular Air,4.98,7.44,Corporate,Office Supplies,Xerox 1922,Small Box,0.36
Low,47,622.82,Regular Air,12.64,4.98,Consumer,Furniture,Nu-Dell Executive Frame,Small Pack,0.48
Not Specified,36,1225.52,Express Air,35.48,35,Corporate,Office Supplies,Belkin OmniView SE Rackmount Kit,Large Box,0.85
Not Specified,10,1024.29,Regular Air,99.99,19.99,Corporate,Technology,US Robotics 56K V.92 External Faxmodem,Small Box,0.52
Not Specified,47,1348.57,Regular Air,30.98,8.99,Corporate,Office Supplies,"Boston School Pro Electric Pencil Sharpener, 1670",Small Pack,0.58
Not Specified,24,163.14,Regular Air,6.78,6.18,Home Office,Office Supplies,Strathmore Photo Mount Cards,Small Box,0.39
High,26,755.6075,Regular Air,35.99,1.1,Corporate,Technology,Accessory35,Small Box,0.55
Critical,19,5642.18,Express Air,315.98,19.99,Corporate,Office Supplies,GBC ProClick¢â 150 Presentation Binding System,Small Box,0.38
Critical,40,430.88,Regular Air,11.09,5.25,Corporate,Office Supplies,#10 Self-Seal White Envelopes,Small Box,0.36
High,49,2047.58,Regular Air,40.98,1.99,Consumer,Technology,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Small Pack,0.44
High,1,56.61,Regular Air,40.97,14.45,Consumer,Furniture,Dana Halogen Swing-Arm Architect Lamp,Large Box,0.57
High,23,67.24,Regular Air,2.84,0.93,Home Office,Office Supplies,SANFORD Liquid Accent¢â Tank-Style Highlighters,Wrap Bag,0.54
High,25,12028.23,Delivery Truck,449.99,49,Corporate,Technology,Canon PC940 Copier,Jumbo Drum,0.38
Not Specified,29,857.11,Regular Air,31.78,1.99,Home Office,Technology,"Memorex 4.7GB DVD-RAM, 3/Pack",Small Pack,0.42
Not Specified,11,69.6,Regular Air,5.98,2.5,Home Office,Office Supplies,Wausau Papers Astrobrights¢ç Colored Envelopes,Small Box,0.36
Not Specified,43,1279.505,Express Air,35.99,1.1,Home Office,Technology,Accessory35,Small Box,0.55
Critical,7,59.99,Regular Air,8.34,4.82,Small Business,Office Supplies,Southworth 25% Cotton Antique Laid Paper & Envelopes,Small Box,0.4
High,10,46.34,Regular Air,4.71,0.7,Corporate,Office Supplies,Plymouth Boxed Rubber Bands by Plymouth,Wrap Bag,0.8
Low,28,370.48,Regular Air,13.48,4.51,Consumer,Office Supplies,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59
Not Specified,36,233.43,Regular Air,6.28,5.36,Home Office,Office Supplies,GBC Standard Plastic Binding Systems' Combs,Small Box,0.4
High,43,183.41,Regular Air,4.13,5.04,Corporate,Office Supplies,"ACCOHIDE¢ç 3-Ring Binder, Blue, 1""",Small Box,0.38
Not Specified,10,1187.12,Delivery Truck,113.98,30,Small Business,Furniture,Hon Comfortask¢ç Task/Swivel Chairs,Jumbo Drum,0.69
Not Specified,16,108.31,Regular Air,6.48,6.86,Small Business,Office Supplies,Xerox 204,Small Box,0.37
Critical,39,10656.26,Regular Air,276.2,24.49,Corporate,Furniture,SAFCO Arco Folding Chair,Large Box,
Critical,2,17.06,Regular Air,6.28,5.29,Corporate,Furniture,"Eldon¢ç 200 Class¢â Desk Accessories, Burgundy",Small Box,0.43
Medium,22,38.26,Regular Air,1.76,0.7,Small Business,Office Supplies,Newell 310,Wrap Bag,0.56
Not Specified,5,28.32,Regular Air,4.98,4.75,Corporate,Office Supplies,Hammermill CopyPlus Copy Paper (20Lb. and 84 Bright),Small Box,0.36
High,48,133.04,Regular Air,2.78,1.49,Small Business,Office Supplies,Wilson Jones Suede Grain Vinyl Binders,Small Box,0.36
Critical,33,12586.19,Delivery Truck,370.98,99,Home Office,Office Supplies,"Sauder Facets Collection Locker/File Cabinet, Sky Alder Finish",Jumbo Drum,0.65
Not Specified,24,1449.3,Regular Air,60.98,49,Home Office,Office Supplies,Euro Pro Shark Stick Mini Vacuum,Large Box,0.59
Not Specified,43,4374.6865,Regular Air,125.99,8.08,Home Office,Technology,M3682,Small Box,0.57
Not Specified,44,4283.235,Regular Air,125.99,8.8,Home Office,Technology,StarTAC 6500,Small Box,0.59
High,37,199.76,Regular Air,5.58,1.99,Consumer,Office Supplies,DIXON Ticonderoga¢ç Erasable Checking Pencils,Wrap Bag,0.46
Not Specified,26,2415.38,Delivery Truck,95.95,74.35,Small Business,Furniture,Bevis Steel Folding Chairs,Jumbo Drum,0.57
Not Specified,38,1264.46,Delivery Truck,31.76,45.51,Corporate,Furniture,Hon iLevel¢â Computer Training Table,Jumbo Box,0.65
Not Specified,35,158.25,Regular Air,4.57,5.42,Corporate,Office Supplies,Newell¢ç 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Small Box,0.37
Low,3,302.36,Regular Air,107.53,5.81,Small Business,Furniture,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,0.65
Low,47,193.63,Regular Air,3.98,5.26,Small Business,Office Supplies,Ibico Presentation Index for Binding Systems,Small Box,0.38
Low,9,64.29,Regular Air,6.48,5.4,Small Business,Office Supplies,Xerox 207,Small Box,0.37
Medium,5,41.25,Regular Air,6.48,7.91,Corporate,Office Supplies,Xerox 216,Small Box,0.37
Medium,24,7871.91,Delivery Truck,328.14,91.05,Small Business,Office Supplies,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black",Jumbo Drum,0.57
Critical,40,909.82,Regular Air,22.98,1.99,Corporate,Technology,"Memorex 80 Minute CD-R, 30/Pack",Small Pack,0.46
Critical,7,1874.37,Regular Air,276.2,24.49,Corporate,Furniture,SAFCO Arco Folding Chair,Large Box,
High,24,7287.55,Delivery Truck,296.18,54.12,Corporate,Furniture,Hon 94000 Series Round Tables,Jumbo Box,0.76
Medium,13,137.64,Regular Air,10.91,2.99,Small Business,Office Supplies,Heavy-Duty E-Z-D¢ç Binders,Small Box,0.38
Not Specified,33,15464.01,Delivery Truck,535.64,14.7,Home Office,Technology,Epson LQ-870 Dot Matrix Printer,Jumbo Drum,0.59
Not Specified,1,11.35,Regular Air,5.78,5.67,Home Office,Office Supplies,Xerox 1978,Small Box,0.36
Not Specified,9,122.14,Regular Air,13.48,4.51,Corporate,Office Supplies,"Tenex Personal Project File with Scoop Front Design, Black",Small Box,0.59
Not Specified,27,3491.06,Regular Air,136.98,24.49,Corporate,Furniture,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Large Box,0.59
Not Specified,37,14383.83,Delivery Truck,399.98,12.06,Corporate,Technology,Okidata ML320 Series Turbo Dot Matrix Printers,Jumbo Box,0.56
Medium,42,213.75,Regular Air,5.02,5.14,Home Office,Technology,"Imation 3.5, DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Small Pack,0.79
Critical,45,186.44,Regular Air,3.95,5.13,Corporate,Office Supplies,"Hoover Replacement Belts For Soft Guard¢â & Commercial Ltweight Upright Vacs, 2/Pk",Small Box,0.59
Low,4,294.89,Regular Air,73.98,12.14,Home Office,Technology,Keytronic 105-Key Spanish Keyboard,Small Box,0.67
Low,50,246.57,Regular Air,4.98,5.49,Home Office,Office Supplies,Xerox 1952,Small Box,0.38
Critical,12,3752.61,Delivery Truck,294.62,42.52,Corporate,Office Supplies,3.6 Cubic Foot Counter Height Office Refrigerator,Jumbo Drum,0.57
Critical,9,548.36,Express Air,60.97,4.5,Corporate,Office Supplies,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,Small Box,0.56
Not Specified,16,44.46,Regular Air,2.89,0.99,Consumer,Office Supplies,Avery 482,Small Box,0.38
Not Specified,25,542.11,Regular Air,22.84,11.54,Consumer,Office Supplies,Xerox 1964,Small Box,0.39
High,23,107.93,Regular Air,4.13,5.34,Small Business,Office Supplies,ACCOHIDE¢ç Binder by Acco,Small Box,0.38
Critical,39,19342.84,Delivery Truck,500.98,126,Consumer,Furniture,Global Troy¢â Executive Leather Low-Back Tilter,Jumbo Drum,0.6
Critical,7,771.783,Regular Air,140.99,4.2,Consumer,Technology,7160,Small Box,0.59
Not Specified,1,343.78,Regular Air,363.25,19.99,Consumer,Office Supplies,Hoover WindTunnel¢â Plus Canister Vacuum,Small Box,0.57
Not Specified,34,826.09,Regular Air,22.98,7.58,Consumer,Furniture,"Seth Thomas 12"" Clock w/ Goldtone Case",Small Box,0.51
Critical,7,66.41,Regular Air,8.74,8.29,Small Business,Office Supplies,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Small Box,0.38
High,16,692.73,Regular Air,40.99,17.48,Corporate,Office Supplies,Xerox 1893,Small Box,0.36
Critical,24,1411.58,Express Air,55.98,4.86,Corporate,Office Supplies,Xerox 1908,Small Box,0.36
Critical,38,2115.242,Regular Air,65.99,8.99,Corporate,Technology,Talkabout T8367,Small Box,0.56
Critical,9,1246.68,Regular Air,128.24,12.65,Corporate,Furniture,SAFCO Folding Chair Trolley,Medium Box,
Medium,40,5945.3675,Regular Air,175.99,4.99,Corporate,Technology,5165,Small Box,0.59
Not Specified,41,6111.1685,Regular Air,175.99,4.99,Small Business,Technology,5165,Small Box,0.59
Not Specified,44,113.71,Regular Air,2.61,0.5,Small Business,Office Supplies,Avery 479,Small Box,0.39
Not Specified,15,605.1,Express Air,40.98,5.33,Home Office,Office Supplies,Belkin 8 Outlet Surge Protector,Small Box,0.57
Low,4,43.56,Regular Air,9.38,4.93,Consumer,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Small Box,0.57
Medium,21,3905.75,Delivery Truck,179.29,29.21,Corporate,Furniture,"Bevis Round Conference Table Top, X-Base",Jumbo Box,0.76
Medium,40,102.56,Regular Air,2.61,0.5,Home Office,Office Supplies,Avery 494,Small Box,0.39
Medium,3,15.87,Express Air,3.49,0.76,Home Office,Office Supplies,OIC Bulk Pack Metal Binder Clips,Wrap Bag,0.39
Not Specified,7,82.06,Regular Air,11.5,7.19,Home Office,Office Supplies,Ibico Covers for Plastic or Wire Binding Elements,Small Box,0.4
Not Specified,41,23281.05,Regular Air,599.99,24.49,Home Office,Technology,Hewlett Packard LaserJet 3310 Copier,Large Box,0.37
High,27,9418.73,Delivery Truck,320.98,58.95,Consumer,Furniture,Hon 4070 Series Pagoda¢â Round Back Stacking Chairs,Jumbo Drum,0.57
High,1,5.68,Regular Air,4.76,0.88,Consumer,Office Supplies,Wirebound Voice Message Log Book,Wrap Bag,0.39
High,42,174.59,Regular Air,4.28,0.94,Consumer,Office Supplies,Newell 336,Wrap Bag,0.56
High,13,1265.497,Regular Air,125.99,3,Consumer,Technology,270c,Small Box,0.59
High,22,1651.09,Regular Air,73.98,12.14,Home Office,Technology,Keytronic 105-Key Spanish Keyboard,Small Box,0.67
High,14,95.89,Regular Air,5.98,7.15,Home Office,Office Supplies,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),Small Box,0.36
High,23,80.38,Regular Air,3.57,4.17,Home Office,Office Supplies,Barrel Sharpener,Small Pack,0.59
Not Specified,6,40.31,Regular Air,5.78,8.09,Small Business,Office Supplies,Xerox 1924,Small Box,0.36
Not Specified,17,186.02,Regular Air,10.64,5.16,Consumer,Furniture,"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",Small Box,0.57
Not Specified,5,142.44,Regular Air,28.15,6.17,Consumer,Office Supplies,"Boston Model 1800 Electric Pencil Sharpener, Gray",Small Pack,0.55
Critical,38,967.78,Regular Air,24.95,2.99,Consumer,Office Supplies,Large Capacity Hanging Post Binders,Small Box,0.39
Critical,19,88.61,Express Air,3.8,1.49,Consumer,Office Supplies,Durable Pressboard Binders,Small Box,0.38
Not Specified,6,21134.71,Delivery Truck,3502.14,8.73,Small Business,Technology,Okidata Pacemark 4410N Wide Format Dot Matrix Printer,Jumbo Box,0.57
High,39,7680.29,Delivery Truck,212.6,52.2,Consumer,Furniture,Bush Advantage Collection¢ç Round Conference Table,Jumbo Box,0.64
Not Specified,49,278,Regular Air,6.08,1.17,Small Business,Office Supplies,Col-Erase¢ç Pencils with Erasers,Wrap Bag,0.56
Not Specified,10,66.54,Regular Air,5.98,4.38,Home Office,Technology,"Imation 3.5"" DS/HD IBM Formatted Diskettes, 10/Pack",Small Pack,0.75
Not Specified,21,845.32,Regular Air,40.99,19.99,Home Office,Office Supplies,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",Small Box,0.36
Medium,49,4577.18,Delivery Truck,90.98,30,Corporate,Furniture,Office Star - Task Chair with Contemporary Loop Arms,Jumbo Drum,0.61
Medium,39,845.9,Regular Air,20.98,5.42,Corporate,Office Supplies,Acco Perma¢ç 3000 Stacking Storage Drawers,Small Box,0.66
High,33,3116.47,Delivery Truck,100.98,57.38,Home Office,Furniture,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",Jumbo Box,0.78
High,1,12.41,Regular Air,6.68,5.66,Home Office,Office Supplies,Xerox 1923,Small Box,0.37
High,11,1382.8,Regular Air,120.33,19.99,Home Office,Office Supplies,Iceberg Mobile Mega Data/Printer Cart ¢ç,Small Box,0.59
High,15,113.5,Regular Air,7.45,6.28,Corporate,Office Supplies,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",Small Box,0.4
Low,32,182.33,Regular Air,5.98,1.49,Corporate,Office Supplies,Avery Hanging File Binders,Small Box,0.39
Low,7,27.01,Regular Air,3.8,1.49,Consumer,Office Supplies,Durable Pressboard Binders,Small Box,0.38
High,31,1324.09,Regular Air,40.89,18.98,Home Office,Furniture,Eldon Executive Woodline II Cherry Finish Desk Accessories,Small Box,0.57
Low,12,1634.98,Regular Air,140.85,19.99,Small Business,Office Supplies,"Fellowes Strictly Business¢ç Drawer File, Letter/Legal Size",Small Box,0.73
Low,29,157.49,Regular Air,5.78,4.96,Small Business,Office Supplies,Xerox 1899,Small Box,0.36
Critical,36,508.73,Regular Air,14.81,13.32,Consumer,Office Supplies,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Small Box,0.43
Critical,6,679.6,Regular Air,110.98,13.99,Consumer,Furniture,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Medium Box,0.69
Critical,30,257.42,Regular Air,8.01,2.87,Consumer,Office Supplies,"TOPS Money Receipt Book, Consecutively Numbered in Red,",Wrap Bag,0.4
Not Specified,36,317.59,Regular Air,8.6,6.19,Corporate,Office Supplies,Avery Printable Repositionable Plastic Tabs,Small Box,0.38
Not Specified,21,78.17,Express Air,2.84,5.44,Consumer,Office Supplies,Avery Round Ring Poly Binders,Small Box,0.36
Not Specified,14,24105.87,Delivery Truck,2036.48,14.7,Corporate,Technology,Lexmark 4227 Plus Dot Matrix Printer,Jumbo Drum,0.55
Not Specified,14,330.21,Express Air,22.84,5.47,Corporate,Office Supplies,Xerox 1929,Small Box,0.39
High,20,278.68,Regular Air,14.48,6.46,Corporate,Office Supplies,"GBC White Gloss Covers, Plain Front",Small Box,0.38
High,23,717.468,Regular Air,35.99,0.99,Corporate,Technology,Accessory31,Small Pack,0.35
Critical,28,1082.45,Regular Air,39.48,1.99,Consumer,Technology,"80 Minute CD-R Spindle, 100/Pack - Staples",Small Pack,0.54
Critical,25,2553.84,Regular Air,107.53,5.81,Home Office,Furniture,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Medium Box,0.65
Not Specified,30,4147.47,Delivery Truck,145.45,17.85,Corporate,Technology,Panasonic KX-P1150 Dot Matrix Printer,Jumbo Drum,0.56
Critical,21,3629.1175,Regular Air,205.99,5.26,Corporate,Technology,i470,Small Box,0.56
High,5,22.56,Regular Air,3.36,6.27,Small Business,Office Supplies,Cardinal Poly Pocket Divider Pockets for Ring Binders,Small Box,0.4
Medium,21,91.15,Regular Air,4.13,5.34,Corporate,Office Supplies,ACCOHIDE¢ç Binder by Acco,Small Box,0.38
Medium,46,171.48,Regular Air,4.13,0.5,Corporate,Office Supplies,Avery 506,Small Box,0.39
Medium,9,162.1545,Regular Air,20.99,4.81,Corporate,Technology,1726 Digital Answering Machine,Medium Box,0.58
Medium,9,23.46,Regular Air,2.61,0.5,Corporate,Office Supplies,Avery 479,Small Box,0.39
High,39,282.07,Regular Air,7.31,0.49,Corporate,Office Supplies,Self-Adhesive Address Labels for Typewriters by Universal,Small Box,0.38
High,24,426.037,Regular Air,20.99,2.5,Corporate,Technology,Accessory37,Wrap Bag,0.81
Low,6,82.72,Regular Air,14.48,1.99,Corporate,Technology,TDK 4.7GB DVD+RW,Small Pack,0.49
Critical,32,731.22,Regular Air,20.97,6.5,Home Office,Technology,Microsoft Internet Keyboard,Small Box,0.78
Critical,23,114.14,Regular Air,4.98,5.49,Home Office,Office Supplies,Xerox 1952,Small Box,0.38
Critical,28,64.82,Regular Air,2.12,1.99,Consumer,Technology,Fuji Slim Jewel Case CD-R,Small Pack,0.55
Critical,6,77.6,Regular Air,11.34,11.25,Consumer,Office Supplies,Staples 1 Part Blank Computer Paper,Small Box,0.36
Critical,17,821.18,Express Air,48.91,5.81,Consumer,Office Supplies,Xerox 1891,Small Box,0.38
Not Specified,12,31.77,Regular Air,2.61,0.5,Small Business,Office Supplies,Avery 494,Small Box,0.39
Not Specified,33,208.05,Regular Air,5.98,0.96,Small Business,Office Supplies,Newell 315,Wrap Bag,0.6
High,5,2004.12,Express Air,420.98,19.99,Corporate,Office Supplies,GBC DocuBind 200 Manual Binding Machine,Small Box,0.35
High,15,3841.72,Delivery Truck,243.98,43.32,Corporate,Furniture,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Jumbo Drum,0.55
Not Specified,13,11764.25,Delivery Truck,880.98,44.55,Corporate,Furniture,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",Jumbo Box,0.62
Not Specified,4,25.17,Regular Air,5.47,5.26,Corporate,Furniture,Advantus Panel Wall Acrylic Frame,Small Pack,0.42
Not Specified,29,208.47,Express Air,6.48,8.74,Corporate,Office Supplies,Xerox 1984,Small Box,0.36
Not Specified,16,48.37,Regular Air,2.88,0.5,Small Business,Office Supplies,Avery 504,Small Box,0.36
Low,14,34.59,Regular Air,2.18,5,Consumer,Office Supplies,*Staples* Letter Opener,Wrap Bag,0.81
Low,29,5029.216,Delivery Truck,218.75,69.64,Consumer,Furniture,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Jumbo Box,0.77
Low,31,146.51,Regular Air,4.73,1.52,Corporate,Office Supplies,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Wrap Bag,0.36
Low,27,1078.49,Regular Air,40.96,1.99,Corporate,Technology,Fuji 5.2GB DVD-RAM,Small Pack,0.55
Critical,3,523.11,Delivery Truck,159.31,60,Consumer,Furniture,Hon Non-Folding Utility Tables,Jumbo Drum,0.55
Critical,29,913.41,Regular Air,35.99,1.25,Consumer,Technology,Accessory13,Small Pack,0.57
