name,time,driving,owner,location,engine,price
Hero Achiever Disc,2019,6750,first owner,ahmednagar,13,23500
Hero HF Deluxe,2018,7200,first owner,ahmednagar,8.1,22500
Hero HF Deluxe,2018,6750,first owner,ahmedabad,8.1,23500
Hero HF Deluxe,2018,6750,first owner,ahmednagar,8.1,22500
Royal Enfield Classic,2021,2002,first owner,hyderabad,19.1,220000
Hero Xpulse,2021,628,first owner,gwalior,17.8,110000
Bajaj Pulsar,2016,78000,first owner,jodhpur,17,51000
KTM RC,2016,10000,first owner,mumbai,42.3,140000
Royal Enfield Classic,2014,25100,first owner,gautam buddha nagar,19.8,98000
Suzuki Gixxer SF,2017,17000,second owner,jamshedpur,14.6,60000
Bajaj Pulsar,2012,55000,first owner,jaipur,17,26000
Hero Glamour,2018,50000,first owner,hyderabad,6.72,48000
Yamaha FZ25,2018,25272,second owner,delhi,20.3,91000
Yamaha FZs,2014,43000,first owner,hyderabad,13,61000
Hero Glamour Disc,2015,46000,first owner,hyderabad,8.9,42000
Royal Enfield Thunderbird,2017,15000,first owner,delhi,19.8,102000
Royal Enfield Classic,2016,12500,first owner,chandrapur,19.8,41250
Royal Enfield Classic,2019,15500,first owner,indore,19.8,60000
Hero HF Deluxe,2018,14322,first owner,gurgaon,6.15,32000
Royal Enfield Thunderbird,2009,69000,first owner,mumbai,19.8,65000
Bajaj Pulsar 220F,2018,37000,first owner,delhi,21,72000
Hero Super Splendor,2019,12500,first owner,bangalore,9,25000
Bajaj Pulsar,2011,24300,first owner,bangalore,15,35000
Bajaj Pulsar 220F,2018,17900,first owner,bangalore,21,88000
KTM RC,2017,9000,first owner,chennai,25.1,68000
Royal Enfield Classic,2019,11735,first owner,delhi,19.8,172000
Royal Enfield Classic,2013,30000,first owner,vadodara,19.8,84575
Hero Passion Pro,2013,35000,first owner,delhi,8.2,22200
Bajaj Pulsar,2010,25000,first owner,gurgaon,21,22000
Royal Enfield Thunderbird,2013,36000,first owner,mumbai,19.8,80000
Royal Enfield Classic,2017,15567,second owner,delhi,19.8,128000
Royal Enfield Classic,2018,31000,first owner,indore,19.8,145000
Hero Xtreme,2017,40000,first owner,hyderabad,14.2,45000
Royal Enfield Classic,2016,50000,first owner,hyderabad,19.8,165000
Hero Karizma ZMR,2010,46000,second owner,chennai,20,46000
Bajaj Pulsar AS150,2015,34000,first owner,mumbai,16.8,43000
Bajaj Pulsar,2013,97000,fourth owner or more,jodhpur,21,22000
UM Renegade Commando,2017,4000,first owner,delhi,24.8,120000
Royal Enfield Classic,2019,16000,first owner,delhi,19.8,164000
Royal Enfield Thunderbird,2015,30000,first owner,mumbai,19.8,90000
TVS Star City,2013,43000,first owner,bangalore,8.2,33500
Hero Splendor iSmart,2016,30000,second owner,ghaziabad,8.2,34000
UM Renegade Commando,2018,9000,first owner,delhi,25,91662
Royal Enfield Thunderbird,2014,40000,first owner,noida,27.2,75000
Hero Passion Pro,2016,19526,first owner,bangalore,8.2,37462
Hero Passion Pro,2015,45333,first owner,bangalore,8.2,32000
Royal Enfield Thunderbird,2014,12000,second owner,kheralu,27.2,90000
Bajaj Pulsar 220F,2018,43000,first owner,delhi,21,73500
TVS Apache RR310,2019,16000,first owner,gondia,33,175300
Royal Enfield Thunderbird,2017,15000,first owner,ahmedabad,19.8,110000
Royal Enfield Thunderbird,2017,4000,first owner,delhi,27.2,128000
Royal Enfield Electra,2011,37000,first owner,ghaziabad,19,75000
UM Renegade Commando,2017,12000,first owner,delhi,24.8,96600
Hero Xtreme 200R,2020,12500,first owner,vijayawada,18.1,79000
Royal Enfield Classic,2016,20977,first owner,delhi,19.8,110000
Bajaj Avenger Street,2019,9586,first owner,bangalore,14.3,95600
Yamaha FZs,2013,37000,second owner,chennai,13,36000
Bajaj Pulsar,2016,20000,first owner,khagaria,21,45000
Bajaj Avenger Street,2017,55000,first owner,delhi,19,58000
Royal Enfield Thunderbird,2010,23000,second owner,valsad,19.8,56500
Bajaj Discover 100T,2013,24000,first owner,didwana,8.51,16400
Bajaj Pulsar,2017,6400,second owner,pali,17,60000
Royal Enfield Classic,2016,16000,first owner,mumbai,27.2,125000
Royal Enfield Thunderbird,2019,3200,first owner,meerut,19.8,140000
Hero Hunk,2010,10000,first owner,delhi,14,28000
Bajaj Avenger,2018,33000,first owner,bangalore,19,50000
Bajaj Avenger Street,2017,46000,first owner,delhi,19,60000
Bajaj Pulsar 220F,2015,19000,first owner,delhi,21,50400
Bajaj Discover 125T,2013,29000,first owner,jaipur,12.5,19200
Bajaj Pulsar 220F,2020,67000,fourth owner or more,delhi,20.11,55800
Bajaj Pulsar,2013,18000,first owner,delhi,21,36500
Bajaj Pulsar,2020,85000,second owner,delhi,11.64,52200
Royal Enfield Classic,2020,1200,first owner,asansol,19.1,180000
Royal Enfield Thunderbird,2009,56000,first owner,koraput,19.8,50000
Royal Enfield Classic,2018,13000,first owner,mumbai,19.8,176375
Bajaj Pulsar AS150,2015,23000,first owner,delhi,16.8,38200
Yamaha YZF-R15 2.0,2017,28500,first owner,chennai,16.7,70000
Royal Enfield Classic,2019,8500,first owner,jamshedpur,19.8,163700
Bajaj Pulsar,2016,35000,first owner,delhi,21,57700
Royal Enfield Bullet,2013,38150,first owner,hyderabad,19.8,90000
Bajaj Pulsar,2020,55000,second owner,delhi,11.64,58700
Bajaj Pulsar,2012,16000,first owner,delhi,17,25400
Royal Enfield??Bullet,1990,13031,third owner,abiramam,19.8,100000
Hero Passion,2006,20000,first owner,ghaziabad,7.5,10200
Royal Enfield Bullet,2009,13245,second owner,delhi,19.8,52000
Yamaha YZF-R15,2011,67304,second owner,mumbai,16,38000
KTM Duke,2016,15500,second owner,jaipur,42.9,94275
KTM RC,2018,9876,first owner,delhi,25.1,120000
Bajaj Pulsar 220F,2017,7896,first owner,delhi,21,55000
Bajaj Pulsar 220F,2017,65000,third owner,mumbai,21,55600
Bajaj Pulsar 220F,2015,49000,first owner,delhi,21,48600
Royal Enfield Classic,2014,40679,first owner,bangalore,19.8,98000
Bajaj Pulsar,2010,46000,first owner,jodhpur,15,19000
Suzuki Gixxer SF,2019,2632,first owner,pune,14.6,90000
Royal Enfield Classic,2019,8463,first owner,delhi,19.8,155000
Hero Ignitor,2015,29704,first owner,delhi,11,35000
Yamaha FZS FI,2018,20517,first owner,delhi,12.9,68000
Suzuki Gixxer,2018,16525,first owner,delhi,14,64000
Royal Enfield Electra,2016,16000,first owner,kottayam,19.8,86250
Bajaj Pulsar,2020,91000,second owner,mumbai,11.64,55400
KTM Duke,2016,2350,first owner,delhi,42.9,134000
Hero Passion Xpro,2018,15000,first owner,delhi,6.72,39500
Bajaj Pulsar,2013,25000,first owner,delhi,15,30000
TVS Star City,2015,39985,first owner,bangalore,8.2,25500
KTM RC,2017,12000,first owner,rajkot,25.1,138880
Royal Enfield Classic,2015,10688,first owner,pune,19.8,175000
Bajaj Discover,2018,23000,first owner,pune,10.9,48700
Hero Passion Xpro,2018,15222,first owner,delhi,8,36000
KTM Duke,2012,80000,first owner,panchkula,25,56900
KTM Duke,2018,16586,first owner,jaipur,24.6,130000
Hero Glamour,2013,20000,first owner,delhi,8.9,18600
Royal Enfield Thunderbird,2018,38000,first owner,ranchi,19.8,120000
Suzuki Gixxer,2016,13000,first owner,gurgaon,14,45000
Royal Enfield Bullet,2016,24000,first owner,delhi,26.37,150000
Bajaj Pulsar,2013,19000,first owner,delhi,21,36400
Royal Enfield Classic,2019,11500,first owner,coimbatore,19.8,60000
Royal Enfield Classic,2019,12581,first owner,hosur,19.8,60000
Royal Enfield Classic,2019,11250,first owner,coimbatore,19.8,60000
Royal Enfield Thunderbird,2014,33700,first owner,pune,19.8,90000
KTM Duke,2014,30000,second owner,hyderabad,25,75000
Royal Enfield Classic,2016,3161,first owner,chandigarh,27.2,124375
Royal Enfield Classic,2017,11955,first owner,bangalore,27.2,175000
Bajaj Pulsar 220F,2018,18450,first owner,noida,21,75000
Yamaha YZF-R15 V3,2020,10000,first owner,junagadh,18.3,140000
Royal Enfield Himalayan,2019,15000,first owner,bomdila,24.5,180000
Royal Enfield Classic,2014,47000,first owner,mumbai,19.8,95000
Honda CB Trigger,2014,13200,first owner,gurgaon,14,26000
Bajaj Pulsar,2008,10000,first owner,mumbai,21,26000
Bajaj  Pulsar,2011,43000,first owner,delhi,17,22000
Honda CBR 150R,2012,37208,second owner,pune,18.28,49000
Royal Enfield Bullet,2006,6899,second owner,delhi,19.8,58700
Bajaj Avenger Street,2020,10331,first owner,madhupur,14.79,84150
Bajaj V15,2016,22000,first owner,delhi,11.8,35000
Royal Enfield Bullet,2017,15000,first owner,delhi,19.8,118000
Royal Enfield Classic,2014,16900,first owner,kolkata,19.8,99000
KTM Duke,2016,24000,first owner,hyderabad,24.6,100000
Bajaj Pulsar 220F,2013,20000,first owner,delhi,21,35800
Yamaha FZS FI,2019,3500,first owner,chennai,12.9,91000
KTM Duke,2016,19000,first owner,delhi,24.6,105000
Honda H?™ness CB,2021,3900,first owner,mumbai,20.78,217875
Bajaj Pulsar 220F,2020,94000,third owner,delhi,20.11,66000
Royal Enfield Electra,2014,12358,first owner,nagpur,19,110000
Suzuki Gixxer,2014,9800,first owner,jhansi,14,60000
Hero Karizma ZMR,2014,37000,second owner,pune,20,39000
Bajaj Avenger Street,2016,12000,first owner,bangalore,19,75000
Royal Enfield Classic,2016,11000,second owner,delhi,19.8,140000
Royal Enfield Bullet,2015,9100,first owner,mumbai,19.8,95000
Hero Hunk,2012,53000,first owner,pune,14,45000
Bajaj Pulsar,2006,1500,first owner,jaipur,15,11900
KTM Duke,2014,9604,first owner,bangalore,25,110000
KTM Duke,2015,19653,first owner,bangalore,25,118000
Royal Enfield Classic,2019,7500,first owner,delhi,19.8,163000
Royal Enfield Classic,2019,10000,first owner,delhi,19.8,168000
Royal Enfield Classic,2019,7000,first owner,rajkot,19.8,165000
Hero Karizma R,2016,7960,first owner,moradabad,17,42000
KTM Duke,2013,40000,first owner,bangalore,25,85000
Royal Enfield Classic,2019,12500,first owner,coimbatore,19.8,60000
Bajaj Avenger Street,2016,12000,first owner,delhi,14.3,70000
Bajaj Pulsar 135LS,2015,17000,first owner,asansol,13,23925
Yamaha YZF-R15 V3,2020,9200,first owner,mumbai,18.3,150000
KTM Duke,2018,8067,first owner,bangalore,24.6,165000
Bajaj V15,2017,30000,first owner,delhi,11.8,31000
Royal Enfield Bullet,2017,13972,first owner,delhi,19.8,105000
Royal Enfield Classic,2013,17000,first owner,bhatinda,19.8,105000
Bajaj Pulsar,2011,41000,first owner,mumbai,21,29000
Yamaha YZF-R15 2.0,2011,100000,second owner,bangalore,16.7,50000
Bajaj Pulsar,2011,84000,first owner,jaipur,15,22000
Bajaj Pulsar,2020,48000,fourth owner or more,jaipur,11.64,41000
Royal Enfield Classic,2015,10000,first owner,gurgaon,27.2,93000
Royal Enfield Classic,2018,13000,second owner,gurgaon,19.8,100000
Yamaha FZs,2015,17345,first owner,jamshedpur,13,58000
Royal Enfield Classic,2018,12500,first owner,bagalkot,19.8,60000
Hero Hunk,2016,40000,first owner,erode,14,40000
Hero Super Splendor,2006,58000,first owner,navi mumbai,9,15000
Bajaj Avenger,2006,57500,first owner,bangalore,19,36000
Bajaj Pulsar 135LS,2010,55300,first owner,delhi,13,14100
Royal Enfield Classic,2019,21000,second owner,navi mumbai,19.8,157600
Royal Enfield Classic,2019,13230,first owner,barabanki,19.8,170000
Royal Enfield Thunderbird,2008,11000,first owner,mumbai,19.8,44000
Royal Enfield Classic,2019,8586,first owner,ghaziabad,19.8,150000
Bajaj Pulsar,2009,31000,first owner,mumbai,15,16000
Royal Enfield Classic,2016,18574,first owner,bangalore,19.8,131918
Royal Enfield Classic,2020,9600,first owner,bangalore,19.1,190000
Suzuki Gixxer SF,2021,600,first owner,bangalore,14.6,82500
Royal Enfield Bullet,2007,60000,first owner,delhi,19.8,35000
Royal Enfield Classic,2017,13000,first owner,delhi,19.8,122000
TVS Sport,2016,32000,first owner,hyderabad,7.4,40000
Honda CBR 250R,2015,6576,first owner,aligarh,26.15,80000
Hero HF Deluxe,2018,6750,first owner,pune,8.1,22500
Royal Enfield Classic,2020,2500,first owner,kalyan,19.8,220000
Hero HF Deluxe,2019,6750,first owner,ahmednagar,6.15,23500
Hero HF Dawn,2003,1000000,first owner,ahmednagar,7.7,23500
Hero HF Deluxe,2018,7200,first owner,ahmednagar,8.1,23500
Bajaj Avenger Street,2017,45000,first owner,hyderabad,14.3,68000
Royal Enfield Classic,2015,42000,first owner,hyderabad,19.8,145000
Bajaj Pulsar 220F,2021,1400,first owner,villupuram,20.11,135000
Suzuki Gixxer,2015,32000,first owner,bangalore,14,46400
Royal Enfield Bullet,2008,19000,first owner,delhi,19.8,65000
Royal Enfield Classic,2016,55000,first owner,mumbai,19.8,41250
Yamaha FZS-FI V,2020,5500,first owner,indore,12.2,98200
Royal Enfield Classic,2018,12500,first owner,bangalore,19.8,60000
Yamaha YZF-R15,2019,14500,first owner,adilabad,16,50000
Yamaha YZF-R15,2011,15502,first owner,patna,16,43500
Bajaj Pulsar 180F,2021,1000,first owner,srinagar,16.6,125000
KTM RC,2017,9000,first owner,madurai,25.1,68000
KTM RC 125CC,2020,5000,first owner,delhi,14.5,152000
Royal Enfield Standard,2016,12417,first owner,delhi,26.1,105000
Bajaj V15,2016,30000,first owner,mumbai,11.8,35000
Bajaj Avenger Street,2016,24318,first owner,bangalore,14.3,57501
Royal Enfield Thunderbird,2012,2200,first owner,mumbai,19.8,80000
Hero Splendor Plus,2020,5300,first owner,delhi,8.2,68000
Royal Enfield Classic,2019,7000,first owner,delhi,19.8,142000
Royal Enfield Thunderbird,2013,40000,third owner,nadiad,19.8,70000
Hero Glamour Disc,2014,45000,first owner,hyderabad,8.9,49000
Bajaj Pulsar,2017,95000,first owner,jaipur,21,60000
Bajaj Pulsar 220F,2018,43000,first owner,mumbai,21,78000
Royal Enfield Thunderbird,2015,19000,first owner,mumbai,19.8,90000
Hero Xtreme 160R,2020,7500,first owner,arrah,15,100500
Hero Xtreme 200R,2018,9800,first owner,delhi,18.1,75100
UM Renegade Commando,2018,8958,first owner,bangalore,24.8,109059
UM Renegade Commando,2017,6400,first owner,delhi,24.8,113000
UM Renegade Commando,2017,17000,second owner,delhi,24.8,80000
Royal Enfield Classic,2017,21200,first owner,jamui,19.8,116000
Royal Enfield Bullet,2012,66000,first owner,jagadhri,19.8,65000
Suzuki Gixxer SF,2017,25000,first owner,tiruchirappalli,14.6,52200
Royal Enfield Thunderbird,2012,26000,second owner,sirsa,19.8,75000
Hero Splendor Plus,2018,4584,first owner,delhi,8.2,65000
Bajaj Avenger Cruise,2016,13589,first owner,bangalore,19,64674
Royal Enfield Thunderbird,2014,43500,first owner,mumbai,19.8,71800
Hero CBZ Xtreme,2013,62000,second owner,sholinganallur,14.4,16700
Royal Enfield Thunderbird,2016,33100,first owner,mumbai,19.8,92500
Hero Passion Pro,2012,90000,first owner,chennai,8.2,21000
Royal Enfield Classic,2018,9700,first owner,mumbai,27.2,180000
Yamaha YZF-R15 2.0,2015,40000,first owner,bhadravati,16.7,70000
Royal Enfield Bullet,2018,12884,first owner,delhi,19.8,120000
KTM Duke,2015,12867,first owner,delhi,25,100000
Royal Enfield Thunderbird,2016,4000,first owner,pune,27.2,110000
Bajaj Avenger,2013,33000,first owner,ahmedabad,19,40000
Bajaj Avenger Street,2018,7600,first owner,surendranagar,19,75800
UM Renegade Commando,2018,7500,first owner,ahmedabad,25,171800
Royal Enfield Thunderbird,2011,20000,first owner,mumbai,19.8,85700
KTM Duke,2016,40000,first owner,pune,42.9,131700
Hero Splendor iSmart,2015,25000,first owner,gwalior,8.2,40000
Royal Enfield Bullet,2015,29609,first owner,chennai,19.8,70000
Royal Enfield Classic,2019,9000,first owner,kota,19.8,133300
Hero Splendor Plus,2019,10428,first owner,dehradun,8.2,65000
Royal Enfield Thunderbird,2012,21000,first owner,pune,27.2,80000
Royal Enfield Himalayan,2019,4500,first owner,kochi,24.5,197900
Yamaha YZF-R15 S,2016,18500,first owner,mumbai,16,75000
Bajaj Pulsar,2014,34877,first owner,jaipur,17,44000
UM Renegade Commando,2018,13925,first owner,ahmedabad,25,120000
Royal Enfield Thunderbird,2017,21100,first owner,mumbai,19.8,126200
Royal Enfield Thunderbird,2015,19051,first owner,kolhapur,19.8,113900
Royal Enfield Classic,2020,6000,first owner,mohali,19.1,154700
Bajaj V15,2016,40000,first owner,delhi,11.8,22950
KTM Duke,2016,15500,second owner,jaipur,42.9,122100
Royal Enfield Thunderbird,2014,6000,first owner,gurgaon,19.8,137400
Royal Enfield Bullet,2004,22313,first owner,24 pargana,19.8,70000
KTM RC,2018,18000,first owner,pune,25.1,117000
Bajaj Avenger Cruise,2019,15500,first owner,chennai,19,92000
Bajaj Avenger Street,2017,36000,first owner,bangalore,14.3,60000
Royal Enfield Classic,2013,19060,first owner,vadodara,27.2,85000
Royal Enfield Classic,2015,25600,first owner,rohtak,27.2,100000
Bajaj Avenger Street,2017,8300,first owner,jaipur,19,69500
UM Renegade Commando,2017,4973,first owner,delhi,24.8,125200
Suzuki Gixxer,2018,19410,first owner,pilkhuwa,14,65000
Suzuki Gixxer,2015,27000,first owner,mumbai,14,48000
Bajaj Avenger,2015,37580,first owner,pune,19,39000
Yamaha YZF-R15,2010,32100,first owner,faridabad,16,50000
Yamaha FZ25,2017,17000,second owner,chirkunda,20.3,60000
Royal Enfield Bullet,2005,30000,first owner,faridabad,19.8,40000
UM Renegade Commando,2017,17544,first owner,pune,24.8,140000
Royal Enfield Thunderbird,2011,62000,first owner,bangalore,19.8,75000
Hero Glamour i3s,2021,1000,first owner,nagaur,10.72,75000
Yamaha YZF-R15 2.0,2016,26000,first owner,bangalore,16.7,85000
Hero Splendor Plus,2021,4,first owner,delhi,7.91,74000
Royal Enfield Thunderbird,2016,13800,first owner,gurgaon,19.8,123250
Hero Passion Xpro,2013,35000,first owner,noida,6.72,30000
Honda CBR 250R,2011,35000,second owner,delhi,26.15,37038
Bajaj Avenger Cruise,2016,33034,second owner,delhi,19,39450
Bajaj Avenger,2017,20000,first owner,bangalore,19,69400
Bajaj Pulsar 200,2014,8300,first owner,gurdaspur,24.2,52500
Royal Enfield Thunderbird,2015,40000,first owner,kanpur,19.8,111000
Yamaha FZS FI,2018,12000,first owner,24 pargana,12.9,67900
Royal Enfield Thunderbird,2018,3745,first owner,mohali,27.2,171700
Hero Glamour,2010,46000,first owner,amritsar,8.9,22000
Yamaha FZ25,2017,29000,first owner,delhi,20.3,65000
Bajaj V15,2018,31000,first owner,betia,11.8,40000
Royal Enfield Classic,2020,1700,first owner,chennai,19.8,190000
Hero CBZ Xtreme,2014,76544,first owner,delhi,14.4,21100
Bajaj Discover,2010,52000,first owner,agra,9.64,12000
Yamaha YZF-R15 2.0,2017,21500,first owner,howrah,16.7,90000
Hero Passion Pro,2011,46000,first owner,noida,8.2,19051
Kawasaki Z250 2015,2015,16756,first owner,delhi,31.5,138029
Royal Enfield Classic,2019,2829,first owner,delhi,19.8,165000
Royal Enfield Classic,2018,9488,first owner,delhi,19.8,150000
Yamaha FZs,2010,33000,first owner,chennai,13,22000
Royal Enfield??Bullet,2014,34000,second owner,chennai,19.8,85000
Hero Super Splendor,2019,13800,first owner,delhi,9,55000
Royal Enfield Classic,2016,9500,first owner,indore,19.8,123500
Bajaj Pulsar,2016,19456,first owner,bangalore,17,56213
Royal Enfield Bullet,2016,63000,first owner,bangalore,19.8,90000
Hero Passion Xpro,2018,5411,first owner,mumbai,6.72,62000
Yamaha YZF-R15 2.0,2013,31000,first owner,hubli,16.7,64700
Bajaj Pulsar,2015,47000,first owner,jaipur,21,54000
Royal Enfield Thunderbird,2012,26000,second owner,hyderabad,19.8,70000
KTM RC,2019,2200,first owner,delhi,42.3,225000
Royal Enfield Thunderbird,2015,25000,first owner,ghaziabad,19.8,100000
Bajaj Pulsar 220F,2018,37000,first owner,mumbai,21,80000
Bajaj Pulsar,2016,51000,first owner,mumbai,17,52000
