id,left,satisfaction,evaluation,projects,hours,years,accident,promotion,department,salary
511,1,0.44,0.48,2,146,3,0,0,support,low
512,1,0.53,0.85,2,164,5,0,0,support,low
513,1,0.09,0.96,6,259,4,0,0,support,low
514,1,0.11,0.89,6,293,4,0,0,support,low
515,1,0.83,0.96,5,275,5,0,0,support,low
516,1,0.88,1,5,219,6,1,0,technical,low
517,1,0.1,0.89,6,247,4,0,0,technical,low
518,1,0.09,0.86,7,309,4,0,0,technical,low
519,1,0.44,0.54,2,151,3,0,0,management,low
520,1,0.39,0.51,2,129,3,0,0,IT,low
521,1,0.87,0.94,4,274,5,0,0,IT,low
522,1,0.74,0.99,4,233,5,0,0,IT,low
523,1,0.1,0.95,7,289,4,0,0,IT,low
524,1,0.74,0.82,4,239,6,0,0,IT,low
525,1,0.75,0.99,5,221,5,0,0,product_mng,low
526,1,0.41,0.56,2,150,3,0,0,product_mng,low
527,1,0.41,0.45,2,144,3,1,0,product_mng,low
528,1,0.09,0.9,7,289,4,0,0,product_mng,low
529,1,0.09,0.8,6,301,5,0,0,IT,medium
530,1,0.39,0.57,2,145,3,0,0,accounting,medium
531,1,0.4,0.56,2,137,3,0,0,accounting,medium
532,1,0.37,0.54,2,131,3,1,0,hr,medium
533,1,0.1,0.84,6,246,4,0,0,hr,medium
534,1,0.43,0.51,2,136,3,0,0,hr,medium
535,1,0.75,0.85,5,240,6,1,0,marketing,medium
536,1,0.37,0.56,2,156,3,0,0,sales,medium
537,1,0.11,0.85,6,305,4,0,0,accounting,medium
538,1,0.45,0.45,2,154,3,1,0,support,medium
539,1,0.87,1,5,261,5,1,0,technical,medium
540,1,0.11,0.94,7,244,4,0,0,management,medium
541,1,0.45,0.54,2,129,3,0,0,marketing,high
542,1,0.81,0.87,4,254,5,0,0,marketing,low
543,1,0.77,0.91,5,236,5,0,0,marketing,medium
544,1,0.89,0.92,5,237,5,0,0,sales,medium
545,1,0.43,0.49,2,135,3,0,0,sales,medium
546,1,0.78,1,5,236,5,0,0,sales,medium
547,1,0.37,0.47,2,149,3,0,0,sales,low
548,1,0.37,0.5,2,141,3,0,0,sales,low
549,1,0.85,0.82,4,270,5,0,0,sales,low
550,1,0.41,0.47,2,138,3,0,0,sales,low
551,1,0.11,0.96,6,298,4,0,0,sales,low
552,1,0.75,0.99,5,254,5,0,0,sales,low
553,1,0.82,0.85,5,248,5,0,0,sales,low
554,1,0.79,1,5,257,6,0,0,sales,low
555,1,0.43,0.53,2,150,3,0,0,sales,low
556,1,0.1,0.9,7,281,4,0,0,sales,low
557,1,0.46,0.48,2,141,3,1,0,sales,low
558,1,0.43,0.57,2,157,3,0,0,sales,low
559,1,0.43,0.55,2,136,3,0,0,sales,low
560,1,0.11,0.8,7,296,4,0,0,sales,low
561,1,0.09,0.86,6,279,4,0,0,sales,low
562,1,0.37,0.53,2,131,3,0,0,sales,low
563,1,0.4,0.57,2,160,3,0,0,accounting,low
564,1,0.1,0.77,7,291,4,0,0,accounting,low
565,1,0.41,0.53,2,157,3,0,0,accounting,low
566,1,0.79,0.58,3,294,4,0,0,hr,low
567,1,0.11,0.79,7,310,4,0,0,hr,low
568,1,0.1,0.97,6,282,4,0,0,hr,medium
569,1,0.44,0.51,2,134,3,0,0,hr,medium
570,1,0.25,0.46,4,214,4,0,0,technical,medium
571,1,0.44,0.52,2,137,3,0,0,technical,medium
572,1,0.73,1,4,252,5,0,0,technical,medium
573,1,0.75,0.97,5,243,6,0,0,technical,medium
574,1,0.36,0.47,2,148,3,0,0,technical,medium
575,1,0.37,0.49,2,151,3,0,0,technical,medium
576,1,0.39,0.49,2,129,3,0,0,technical,medium
577,1,0.48,0.78,2,198,2,0,0,technical,medium
578,1,0.57,0.72,4,275,6,0,0,technical,medium
579,1,0.9,0.96,5,243,5,0,0,technical,medium
580,1,0.39,0.55,2,159,3,0,0,technical,high
581,1,0.44,0.51,2,145,3,0,0,support,low
582,1,0.81,0.88,5,242,5,0,0,support,medium
583,1,0.74,0.87,5,242,5,0,0,support,medium
584,1,0.44,0.56,2,145,3,0,0,support,medium
585,1,0.41,0.56,2,154,3,0,1,support,medium
586,1,0.4,0.51,2,139,3,0,0,support,low
587,1,0.46,0.57,2,152,3,0,0,support,low
588,1,0.8,0.83,2,211,3,0,0,support,low
589,1,0.87,0.9,5,258,5,0,0,support,low
590,1,0.39,0.54,2,155,3,0,0,support,low
591,1,0.38,0.55,2,148,3,0,0,support,low
592,1,0.66,0.67,2,255,3,0,0,technical,low
593,1,0.1,0.8,6,264,4,0,0,technical,low
594,1,0.37,0.54,2,132,3,0,0,technical,low
595,1,0.1,0.77,6,255,4,0,0,management,low
596,1,0.09,0.87,5,263,4,0,0,IT,low
597,1,0.86,0.84,5,222,5,0,0,IT,low
598,1,0.11,0.9,6,263,4,0,0,IT,low
599,1,0.37,0.46,2,157,3,0,0,IT,low
600,1,0.11,0.92,7,307,4,0,0,IT,low
601,1,0.77,0.98,5,259,6,0,0,product_mng,low
602,1,0.84,0.94,5,222,6,0,0,product_mng,low
603,1,0.1,0.84,7,250,4,0,0,product_mng,low
604,1,0.83,0.9,5,245,5,0,0,product_mng,low
605,1,0.11,0.79,6,292,4,0,0,IT,low
606,1,0.86,0.92,5,252,5,0,0,RandD,low
607,1,0.38,0.56,2,161,3,0,0,RandD,medium
608,1,0.11,0.88,5,250,4,0,0,RandD,medium
609,1,0.45,0.49,2,134,3,0,0,RandD,medium
610,1,0.1,0.85,7,279,4,0,0,RandD,medium
611,1,0.09,0.95,7,256,4,0,0,marketing,medium
612,1,0.39,0.53,2,127,3,0,0,sales,medium
613,1,0.37,0.47,2,138,3,1,0,accounting,medium
614,1,0.81,0.97,5,243,5,0,0,support,medium
615,1,0.09,0.9,7,296,4,0,0,technical,medium
616,1,0.1,0.88,7,267,4,0,0,management,medium
617,1,0.39,0.49,2,144,3,0,0,marketing,medium
618,1,0.83,0.95,4,251,5,0,0,marketing,medium
619,1,0.45,0.57,2,148,3,0,0,marketing,high
620,1,0.43,0.51,2,141,3,0,0,sales,low
621,1,0.8,0.75,3,268,2,0,0,sales,medium
622,1,0.1,0.86,6,247,4,0,0,sales,medium
623,1,0.1,0.55,2,247,4,0,0,sales,medium
624,1,0.36,0.52,2,146,3,0,0,sales,medium
625,1,0.38,0.5,2,140,3,0,0,sales,low
626,1,0.78,0.98,5,263,6,0,0,sales,low
627,1,0.44,0.49,2,145,3,0,0,sales,low
628,1,0.41,0.46,2,156,3,1,0,sales,low
629,1,0.72,0.85,5,244,6,0,0,sales,low
630,1,0.46,0.54,2,144,3,0,0,sales,low
631,1,0.1,0.9,7,286,4,0,0,sales,low
632,1,0.34,0.67,4,141,2,0,0,sales,low
633,1,0.11,0.89,6,260,5,0,0,sales,low
634,1,0.38,0.56,2,154,3,0,0,sales,low
635,1,0.82,0.92,5,225,5,0,0,sales,low
636,1,0.39,0.57,2,127,3,0,0,sales,low
637,1,0.44,0.53,2,140,3,0,0,sales,low
638,1,0.43,0.52,2,147,3,0,0,sales,low
639,1,0.84,0.83,4,227,5,0,0,accounting,low
640,1,0.43,0.48,2,153,3,0,0,accounting,low
641,1,0.37,0.52,2,128,3,0,0,accounting,low
642,1,0.74,0.97,4,228,5,0,0,hr,low
643,1,0.73,0.97,5,235,5,0,0,hr,low
644,1,0.37,0.47,2,148,3,0,0,hr,low
645,1,0.58,0.62,4,238,3,0,0,hr,low
646,1,0.4,0.54,2,141,3,0,0,technical,medium
647,1,0.51,0.83,5,249,4,0,0,technical,medium
648,1,0.46,0.5,2,151,3,0,0,technical,medium
649,1,0.45,0.54,2,129,3,0,0,technical,medium
650,1,0.46,0.5,2,156,3,0,0,technical,medium
651,1,0.39,0.45,2,134,3,0,0,technical,medium
652,1,0.09,0.88,6,269,4,0,0,technical,medium
653,1,0.09,0.77,6,290,4,0,0,technical,medium
654,1,0.37,0.51,2,132,3,0,0,technical,medium
655,1,0.1,0.89,7,308,4,0,0,technical,medium
656,1,0.77,1,4,232,5,0,0,technical,medium
657,1,0.79,0.86,5,235,5,0,0,support,medium
658,1,0.43,0.55,2,130,3,0,0,support,high
659,1,0.38,0.53,2,146,3,0,0,support,low
660,1,0.77,0.91,5,221,6,0,0,support,medium
661,1,0.44,0.5,2,130,3,0,0,support,medium
662,1,0.39,0.46,2,136,3,0,0,support,medium
663,1,0.78,0.89,5,274,6,0,0,support,medium
664,1,0.1,0.79,6,256,5,0,0,support,low
665,1,0.1,0.77,5,276,4,0,0,support,low
666,1,0.75,0.85,5,267,5,0,0,support,low
667,1,0.46,0.62,6,213,3,0,0,support,low
668,1,0.91,0.97,4,274,6,0,0,technical,low
669,1,0.1,0.92,6,258,4,0,0,technical,low
670,1,0.72,0.6,3,153,5,0,0,technical,low
671,1,0.11,0.95,6,245,4,0,0,management,low
672,1,0.11,0.94,6,264,4,0,0,IT,low
673,1,0.46,0.57,2,154,3,0,0,IT,low
674,1,0.37,0.46,2,149,3,0,0,IT,low
675,1,0.46,0.5,2,157,3,0,0,IT,low
676,1,0.43,0.57,2,127,3,0,0,IT,low
677,1,0.11,0.82,6,270,4,0,0,product_mng,low
678,1,0.73,0.89,5,236,6,0,0,product_mng,low
679,1,0.43,0.47,2,158,3,0,0,product_mng,low
680,1,0.86,1,5,229,5,0,0,product_mng,low
681,1,0.1,0.83,6,269,4,0,0,IT,low
682,1,0.4,0.49,2,128,3,0,0,sales,low
683,1,0.11,0.87,7,278,4,0,0,sales,low
684,1,0.86,0.98,3,158,5,0,0,sales,low
685,1,0.42,1,3,202,3,0,0,sales,medium
686,1,0.79,0.84,4,240,5,0,0,sales,medium
687,1,0.1,0.96,7,255,4,0,0,marketing,medium
688,1,0.09,0.92,7,254,4,0,0,sales,medium
689,1,0.09,0.82,6,257,4,0,0,accounting,medium
690,1,0.87,1,4,228,5,0,0,support,medium
691,1,0.36,0.49,2,145,3,0,0,technical,medium
692,1,0.42,0.75,3,218,4,0,0,management,medium
693,1,0.84,0.86,5,268,5,0,0,marketing,medium
694,1,0.1,0.83,6,278,4,0,0,marketing,medium
695,1,0.78,0.71,3,249,5,0,0,marketing,medium
696,1,0.35,0.99,3,236,4,0,0,sales,medium
697,1,0.1,0.81,7,291,4,0,0,sales,high
698,1,0.11,0.8,6,306,4,0,0,sales,low
699,1,0.43,0.48,2,135,3,0,0,sales,medium
700,1,0.38,0.45,2,156,3,0,0,sales,medium
701,1,0.46,0.54,2,143,3,0,0,sales,medium
702,1,0.89,0.82,4,243,5,0,0,sales,medium
703,1,0.45,0.5,2,147,3,0,0,sales,low
704,1,0.44,0.53,2,159,3,0,0,sales,low
705,1,0.74,0.54,5,216,3,0,0,sales,low
706,1,0.45,0.54,2,152,3,0,0,sales,low
707,1,0.79,0.93,4,226,5,0,0,sales,low
708,1,0.79,0.91,5,271,5,0,0,sales,low
709,1,0.11,0.87,6,255,4,0,0,sales,low
710,1,0.42,0.48,2,140,3,0,0,sales,low
711,1,0.64,0.9,6,252,2,0,0,sales,low
712,1,0.4,0.55,2,159,3,0,0,sales,low
713,1,0.84,0.98,5,270,5,0,0,sales,low
714,1,0.73,0.92,5,232,5,0,0,sales,low
715,1,0.4,0.51,2,144,3,0,0,accounting,low
716,1,0.36,0.45,2,127,3,0,0,accounting,low
717,1,0.43,0.47,2,131,3,0,0,accounting,low
718,1,0.11,0.78,6,243,4,0,0,hr,low
719,1,0.91,1,5,244,6,0,0,hr,low
720,1,0.8,1,5,260,5,0,0,hr,low
721,1,0.42,0.49,2,139,3,0,0,hr,low
722,1,0.31,0.87,4,184,3,0,0,technical,low
723,1,0.44,0.47,2,130,3,0,0,technical,low
724,1,0.38,0.54,2,135,3,0,0,technical,medium
725,1,0.45,0.56,2,146,3,0,0,technical,medium
726,1,0.43,0.46,2,149,3,0,0,technical,medium
727,1,0.45,0.46,2,153,3,1,0,technical,medium
728,1,0.43,0.57,2,160,3,0,0,technical,medium
729,1,0.43,0.49,2,160,3,0,0,technical,medium
730,1,0.09,0.83,6,282,4,0,0,technical,medium
731,1,0.43,0.47,2,128,3,0,0,technical,medium
732,1,0.79,0.94,4,232,5,0,0,technical,medium
733,1,0.85,0.58,3,226,2,0,0,support,medium
734,1,0.38,0.45,2,129,3,0,0,support,medium
735,1,0.11,0.92,7,255,4,0,0,support,medium
736,1,0.83,0.99,5,258,5,0,0,support,high
737,1,0.81,0.91,4,229,5,0,0,support,low
738,1,0.42,0.56,2,143,3,0,0,support,medium
739,1,0.11,0.87,6,257,4,0,0,support,medium
740,1,0.11,0.85,7,275,4,0,0,support,medium
741,1,0.1,0.89,7,291,4,0,0,support,medium
742,1,0.5,0.54,5,153,4,0,0,support,low
743,1,0.44,0.49,2,154,3,0,0,support,low
744,1,0.11,0.9,6,301,4,0,0,technical,low
745,1,0.39,0.52,2,134,3,0,0,technical,low
746,1,0.11,0.78,6,245,4,0,0,technical,low
747,1,0.36,0.5,2,132,3,0,0,management,low
748,1,0.43,0.51,2,130,3,0,0,IT,low
749,1,0.4,0.5,2,127,3,0,0,IT,low
750,1,0.86,0.84,4,246,6,0,0,IT,low
751,1,0.38,0.49,2,145,3,0,0,IT,low
752,1,0.46,0.45,2,138,3,0,1,IT,low
753,1,0.37,0.57,2,129,3,0,0,product_mng,low
754,1,0.43,0.52,2,150,3,0,0,product_mng,low
755,1,0.66,0.93,5,253,5,0,0,product_mng,low
756,1,0.37,0.48,2,160,3,0,0,product_mng,low
757,1,0.77,0.92,5,235,5,0,0,IT,low
758,1,0.38,0.55,2,151,3,0,0,sales,low
759,1,0.39,0.54,2,127,3,0,0,sales,low
760,1,0.41,0.55,2,151,3,0,0,sales,low
761,1,0.1,0.9,7,290,4,0,0,sales,low
762,1,0.09,0.93,6,249,4,0,0,sales,low
763,1,0.41,0.47,2,131,3,0,0,marketing,medium
764,1,0.39,0.46,2,159,3,0,0,sales,medium
765,1,0.83,0.99,4,223,5,0,0,accounting,medium
766,1,0.09,0.87,3,214,2,0,0,support,medium
767,1,0.75,0.81,5,227,5,0,0,technical,medium
768,1,0.44,0.54,2,127,3,0,0,management,medium
769,1,0.1,0.84,6,293,5,0,0,marketing,medium
770,1,0.42,0.46,2,141,3,0,0,marketing,medium
771,1,0.1,0.83,6,300,4,0,0,marketing,medium
772,1,0.1,0.86,6,309,4,0,0,sales,medium
773,1,0.31,0.77,4,149,3,0,0,sales,medium
774,1,0.42,0.54,2,159,3,0,0,sales,medium
775,1,0.38,0.5,2,152,3,0,0,sales,high
776,1,0.39,0.57,2,158,3,0,0,sales,low
777,1,0.1,0.97,6,254,5,0,0,sales,medium
778,1,0.11,0.93,6,294,4,0,0,sales,medium
779,1,0.1,0.92,7,269,4,0,0,sales,medium
780,1,0.11,0.9,7,247,4,0,0,sales,medium
781,1,0.44,0.65,3,271,4,0,0,sales,low
782,1,0.91,0.96,4,232,5,0,0,sales,low
783,1,0.72,1,4,245,5,0,0,sales,low
784,1,0.36,0.46,2,132,3,0,0,sales,low
785,1,0.44,0.57,2,131,3,0,0,sales,low
786,1,0.85,0.99,5,248,5,0,0,sales,low
787,1,0.78,0.93,5,225,5,0,0,sales,low
788,1,0.39,0.46,2,156,3,0,0,sales,low
789,1,0.78,0.81,3,222,2,0,0,sales,low
790,1,0.1,0.92,6,243,4,1,0,sales,low
791,1,0.23,0.99,4,204,4,1,0,accounting,low
792,1,0.11,0.87,6,301,4,0,0,accounting,low
793,1,0.9,0.83,5,259,5,0,0,accounting,low
794,1,0.91,0.89,4,247,5,0,0,hr,low
795,1,0.11,0.79,7,295,4,0,0,hr,low
796,1,0.43,0.54,2,150,3,0,0,hr,low
797,1,0.45,0.49,2,151,3,0,0,hr,low
798,1,0.11,0.91,5,291,4,0,0,technical,low
799,1,0.11,0.93,6,253,4,1,0,technical,low
800,1,0.43,0.5,2,161,3,0,0,technical,low
801,1,0.91,0.97,4,251,6,0,0,technical,low
802,1,0.43,0.55,2,153,3,0,0,technical,medium
803,1,0.85,0.82,5,264,6,0,0,technical,medium
804,1,0.1,0.77,6,310,4,0,0,technical,medium
805,1,0.81,0.95,5,266,5,0,0,technical,medium
806,1,0.36,0.62,4,237,2,0,0,technical,medium
807,1,0.45,0.54,2,138,3,0,0,technical,medium
808,1,0.86,1,5,227,5,0,0,technical,medium
809,1,0.71,1,4,300,5,0,0,support,medium
810,1,0.11,0.97,7,310,4,0,0,support,medium
811,1,0.84,0.93,5,236,5,0,0,support,medium
812,1,0.09,0.97,7,288,4,0,0,support,medium
813,1,0.38,0.49,2,127,3,0,0,support,medium
814,1,0.15,0.55,6,139,4,0,0,support,high
815,1,0.1,0.92,7,253,4,1,0,support,low
816,1,0.8,0.97,4,218,5,1,0,support,medium
817,1,0.84,0.97,5,251,5,0,0,support,medium
818,1,0.11,0.87,6,264,4,0,0,support,medium
819,1,0.89,0.79,3,149,2,0,0,support,medium
820,1,0.45,0.51,2,138,3,0,0,technical,low
821,1,0.11,0.93,7,284,4,0,0,technical,low
822,1,0.74,0.93,5,244,5,0,0,technical,low
823,1,0.41,0.5,2,128,3,0,0,management,low
824,1,0.44,0.53,2,154,3,0,0,IT,low
825,1,0.37,0.56,2,138,3,0,0,IT,low
826,1,0.11,0.86,6,308,4,0,0,IT,low
827,1,0.1,0.93,6,269,4,0,0,IT,low
828,1,0.7,0.74,6,136,3,0,0,IT,low
829,1,0.59,1,2,160,5,0,0,product_mng,low
830,1,0.38,0.53,2,138,3,0,0,product_mng,low
831,1,0.72,0.95,4,220,5,0,0,product_mng,low
832,1,0.73,1,5,274,5,0,0,product_mng,low
833,1,0.39,0.48,2,161,3,0,0,IT,low
834,1,0.89,0.82,5,224,6,0,0,RandD,low
835,1,0.89,1,4,260,5,0,0,RandD,low
836,1,0.11,0.78,6,300,4,1,0,RandD,low
837,1,0.43,0.56,2,133,3,0,0,RandD,low
838,1,0.09,0.93,6,308,4,0,0,RandD,low
839,1,0.81,0.9,5,238,6,0,0,marketing,low
840,1,0.37,0.53,2,126,3,0,0,sales,low
841,1,0.36,0.56,2,138,3,0,0,accounting,medium
842,1,0.11,0.85,6,299,4,0,0,support,medium
843,1,0.1,0.85,6,254,4,0,0,technical,medium
844,1,0.39,0.47,2,152,3,0,0,marketing,medium
845,1,0.44,0.51,2,146,3,0,0,marketing,medium
846,1,0.1,0.84,6,253,4,0,0,marketing,medium
847,1,0.79,0.94,5,227,6,0,0,sales,medium
848,1,0.1,0.81,6,301,4,1,0,sales,medium
849,1,0.54,0.94,6,294,3,0,0,sales,medium
850,1,0.37,0.47,2,151,3,0,0,sales,medium
851,1,0.37,0.57,2,128,3,0,0,sales,medium
852,1,0.82,0.89,5,217,5,0,0,sales,high
853,1,0.45,0.52,2,160,3,0,0,sales,low
854,1,0.79,0.9,5,263,5,0,0,sales,medium
855,1,0.42,0.56,2,156,3,0,0,sales,medium
856,1,0.1,0.85,6,273,4,0,0,sales,medium
857,1,0.11,0.78,6,303,4,0,0,sales,medium
858,1,0.74,1,4,253,5,0,0,sales,low
859,1,0.1,0.93,6,270,4,0,0,sales,low
860,1,0.79,1,4,218,5,0,0,sales,low
861,1,0.43,0.48,2,144,3,0,0,sales,low
862,1,0.41,0.47,2,154,3,0,0,sales,low
863,1,0.39,0.55,2,146,3,0,0,sales,low
864,1,0.1,0.94,6,260,4,0,0,sales,low
865,1,0.82,0.85,5,218,5,0,0,sales,low
866,1,0.41,0.46,2,128,3,0,0,accounting,low
867,1,0.42,0.56,2,128,3,0,0,accounting,low
868,1,0.74,0.88,4,248,6,0,0,accounting,low
869,1,0.38,0.57,2,152,3,1,0,hr,low
870,1,0.39,0.56,2,126,3,0,0,hr,low
871,1,0.87,0.94,4,260,5,0,0,hr,low
872,1,0.1,0.9,5,263,4,0,0,hr,low
873,1,0.78,1,5,220,5,0,0,technical,low
874,1,0.14,0.73,7,282,5,0,0,technical,low
875,1,0.11,0.94,6,277,5,0,0,technical,low
876,1,0.91,0.94,5,257,5,0,0,technical,low
877,1,0.49,0.63,6,265,3,0,0,technical,low
878,1,0.38,0.47,2,143,3,0,0,technical,low
879,1,0.82,0.97,5,263,5,0,0,technical,medium
880,1,0.38,0.88,3,154,4,0,0,technical,medium
881,1,0.89,1,5,253,5,0,0,technical,medium
882,1,0.11,0.79,6,294,4,0,0,technical,medium
883,1,0.37,0.51,2,128,3,0,0,technical,medium
884,1,0.38,0.5,2,153,3,0,0,support,medium
885,1,0.78,0.87,5,256,5,0,0,support,medium
886,1,0.41,0.51,2,127,3,0,0,support,medium
887,1,0.41,0.51,2,137,3,0,0,support,medium
888,1,0.11,0.83,6,295,4,0,0,support,medium
889,1,0.11,0.79,6,281,4,0,0,support,medium
890,1,0.43,0.57,2,131,3,1,0,support,medium
891,1,0.75,0.86,5,237,5,0,0,support,high
892,1,0.74,0.99,4,276,5,0,0,support,low
893,1,0.85,0.85,5,267,5,0,0,support,medium
894,1,0.73,0.92,5,266,5,0,0,support,medium
895,1,0.1,0.79,6,294,4,0,0,technical,medium
896,1,0.44,0.56,2,134,3,0,0,technical,medium
897,1,0.3,0.56,3,309,4,1,0,technical,low
898,1,0.11,0.77,7,273,4,0,0,management,low
899,1,0.84,0.83,5,238,5,0,0,IT,low
900,1,0.78,0.94,5,271,6,0,0,IT,low
901,1,0.43,0.53,2,145,3,0,0,IT,low
902,1,0.36,0.55,2,152,3,0,0,IT,low
903,1,0.43,0.47,2,128,3,0,0,IT,low
904,1,0.45,0.46,2,142,3,0,0,product_mng,low
905,1,0.76,0.93,5,238,5,0,0,product_mng,low
906,1,0.1,0.78,7,286,4,0,0,product_mng,low
907,1,0.09,0.86,6,291,4,0,0,product_mng,low
908,1,0.92,1,5,259,5,0,0,IT,low
909,1,0.92,0.9,5,248,5,0,0,sales,low
910,1,0.79,0.98,4,271,5,0,0,sales,low
911,1,0.43,0.51,2,140,3,0,0,sales,low
912,1,0.8,0.95,4,274,5,0,0,sales,low
913,1,0.44,0.49,2,127,3,1,0,sales,low
914,1,0.89,0.87,5,275,6,0,0,marketing,low
915,1,0.48,0.88,3,239,3,0,0,sales,low
916,1,0.11,0.82,6,304,4,1,0,accounting,low
917,1,0.38,0.55,2,145,3,0,0,support,low
918,1,0.11,0.85,6,259,4,0,0,technical,medium
919,1,0.82,0.86,4,264,5,0,0,management,medium
920,1,0.37,0.45,2,160,3,0,0,marketing,medium
921,1,0.4,0.48,2,138,3,0,0,marketing,medium
922,1,0.43,0.47,2,137,3,0,0,marketing,medium
923,1,0.44,0.5,2,156,3,0,0,sales,medium
924,1,0.42,0.56,2,147,3,0,0,sales,medium
925,1,0.11,0.8,7,243,4,0,0,sales,medium
926,1,0.78,0.87,4,236,5,0,0,sales,medium
927,1,0.46,0.86,2,212,4,0,0,sales,medium
928,1,0.77,0.91,5,261,6,0,0,sales,medium
929,1,0.83,0.82,4,243,5,0,0,sales,medium
930,1,0.32,0.58,5,271,5,0,0,sales,high
931,1,0.9,0.92,5,154,4,0,0,sales,low
932,1,0.42,0.52,2,151,3,0,0,sales,medium
933,1,0.1,0.96,6,254,4,1,0,sales,medium
934,1,0.1,0.91,6,285,4,0,0,sales,medium
935,1,0.44,0.49,2,130,3,0,0,sales,medium
936,1,0.1,0.95,7,301,4,0,0,sales,low
937,1,0.11,0.8,6,286,4,0,0,sales,low
938,1,0.1,0.89,6,246,4,0,0,sales,low
939,1,0.39,0.47,2,135,3,0,0,sales,low
940,1,0.92,0.92,4,245,5,0,0,sales,low
941,1,0.43,0.56,2,136,3,0,0,sales,low
942,1,0.11,0.89,6,301,4,0,0,accounting,low
943,1,0.81,1,5,235,5,0,0,accounting,low
944,1,0.11,0.85,7,272,4,0,0,accounting,low
945,1,0.87,1,5,274,5,0,0,hr,low
946,1,0.37,0.46,2,131,3,0,0,hr,low
947,1,0.39,0.56,2,135,3,0,0,hr,low
948,1,0.61,0.86,4,196,4,0,0,hr,low
949,1,0.11,0.95,6,285,4,0,0,technical,low
950,1,0.09,0.9,7,289,5,0,0,technical,low
951,1,0.36,0.52,2,157,3,0,0,technical,low
952,1,0.09,0.94,6,308,4,0,0,technical,low
953,1,0.41,0.71,4,301,5,0,0,technical,low
954,1,0.4,0.46,2,131,3,0,0,technical,low
955,1,0.1,0.91,6,262,5,1,0,technical,low
956,1,0.46,0.53,2,143,3,1,0,technical,low
957,1,0.39,0.57,2,133,3,0,0,technical,medium
958,1,0.41,0.5,2,153,3,0,0,technical,medium
959,1,0.1,0.94,7,281,4,0,0,technical,medium
960,1,0.39,0.51,2,132,3,0,0,support,medium
961,1,0.73,0.83,5,270,5,1,0,support,medium
962,1,0.41,0.45,2,150,3,0,0,support,medium
963,1,0.37,0.51,2,140,3,0,0,support,medium
964,1,0.38,0.5,2,150,3,1,0,support,medium
965,1,0.8,0.63,5,180,5,0,0,support,medium
966,1,0.09,0.85,5,281,4,0,0,support,medium
967,1,0.85,0.92,4,275,5,0,0,support,medium
968,1,0.42,0.54,2,130,3,0,0,support,medium
969,1,0.41,0.48,2,130,3,0,0,support,high
970,1,0.38,0.46,2,147,3,0,0,support,low
971,1,0.72,1,5,264,5,0,0,technical,medium
972,1,0.11,0.74,6,290,5,0,0,technical,medium
973,1,0.37,0.47,2,150,3,0,0,technical,medium
974,1,0.1,0.81,6,304,4,0,0,management,medium
975,1,0.36,0.54,2,136,3,0,0,IT,low
976,1,0.92,0.94,5,307,5,0,0,IT,low
977,1,0.11,0.87,5,303,4,0,0,IT,low
978,1,0.39,0.56,2,156,3,0,0,IT,low
979,1,0.11,0.95,6,271,4,0,0,IT,low
980,1,0.45,0.45,2,140,3,0,0,product_mng,low
981,1,0.44,0.55,2,130,3,1,0,product_mng,low
982,1,0.85,0.97,4,266,6,0,0,product_mng,low
983,1,0.43,0.52,2,139,3,0,0,product_mng,low
984,1,0.75,0.86,5,260,5,0,0,IT,low
985,1,0.11,0.55,2,137,3,1,0,RandD,low
986,1,0.36,0.5,2,158,3,0,0,RandD,low
987,1,0.1,0.79,6,249,4,0,0,RandD,low
988,1,0.74,0.89,5,259,5,0,0,RandD,low
989,1,0.4,0.46,2,144,3,0,0,RandD,low
990,1,0.09,0.77,6,244,4,0,0,marketing,low
991,1,0.76,0.91,4,219,5,0,0,sales,low
992,1,0.45,0.57,2,151,3,0,0,accounting,low
993,1,0.84,0.88,4,269,5,0,0,support,low
994,1,0.38,0.45,2,127,3,0,0,technical,low
995,1,0.38,0.46,2,144,3,0,0,management,low
996,1,0.38,0.54,2,157,3,0,0,marketing,medium
997,1,0.86,0.94,5,224,5,0,0,marketing,medium
998,1,0.37,0.46,2,155,3,0,0,marketing,medium
999,1,0.37,0.5,2,131,3,0,0,sales,medium
1000,1,0.11,0.85,6,267,4,0,0,sales,medium
1001,1,0.42,0.5,2,141,3,0,0,sales,medium
1002,1,0.43,0.48,2,160,3,0,0,sales,medium
1003,1,0.09,0.8,6,247,4,0,0,sales,medium
1004,1,0.54,0.56,4,260,3,0,0,sales,medium
1005,1,0.4,0.47,2,151,3,0,0,sales,medium
1006,1,0.36,0.52,2,137,3,1,0,sales,medium
1007,1,0.87,0.9,4,256,5,0,0,sales,high
1008,1,0.75,0.88,4,239,5,0,0,sales,low
1009,1,0.43,0.53,2,152,3,0,0,sales,medium
1010,1,0.43,0.47,2,149,3,0,0,sales,medium
1011,1,0.1,0.87,6,284,4,0,0,sales,medium
1012,1,0.11,0.78,7,248,4,0,0,sales,medium
1013,1,0.44,0.53,2,156,3,0,0,sales,low
1014,1,0.39,0.48,2,138,3,0,0,sales,low
1015,1,0.4,0.55,2,155,3,0,0,sales,low
1016,1,0.92,0.87,4,229,6,0,0,sales,low
1017,1,0.36,0.47,2,136,3,0,0,accounting,low
1018,1,0.86,0.95,4,241,5,0,0,accounting,low
1019,1,0.74,0.87,5,258,5,0,0,accounting,low
